"BOID (1075)","Published","Title (1075)","Authors (636)","URL","Bitsy Jam","Notes"
"38D19484","01/04/2018","The 1980s Dumping Ground","AshGary","https://ashgary.itch.io/the-1980s-dumping-ground","Archaeology (Bitsy Jam)",""
"7ADF3924","01/04/2018","Strange Winds","Sarah Gould","https://sarahgould.itch.io/strange-winds","Archaeology (Bitsy Jam)",""
"37C9CEDE","02/04/2018","Message","VugarSevdimaliyev","https://vugarsevdimaliyev.itch.io/message","Archaeology (Bitsy Jam)",""
"9ACCCD68","02/04/2018","Prometheus Unbound","Em","https://empha.itch.io/unbound","Archaeology (Bitsy Jam)",""
"DA61B863","02/04/2018","Curious Adventures: The Old Ones","Bloodfin","https://bloodfin.itch.io/curious-adventures-the-old-ones","Archaeology (Bitsy Jam)",""
"32F17E55","02/04/2018","Unearthed Bodies","Shalune","https://shalune.itch.io/unearthed-bodies","Archaeology (Bitsy Jam)",""
"65E0D2B4","02/04/2018","sôphrosunê","grim","https://ricassofiction.itch.io/sophrosune","Archaeology (Bitsy Jam)",""
"502052CE","02/04/2018","Visitation","Chris Floyd","https://cromulentgames.itch.io/visitation","Archaeology (Bitsy Jam)",""
"1A2279EB","02/04/2018","tomb of dreamers","Mark Wonnacott","https://candle.itch.io/tomb-of-dreamers","Archaeology (Bitsy Jam)",""
"51E8A4CD","02/04/2018","Progress!","seraph621","https://seraph621.itch.io/progress","",""
"71012433","02/04/2018","The Search","hanna.borbola","https://hannaborbola.itch.io/the-search","",""
"3A68DF96","02/04/2018","The last pawn had been eaten but the war was not over yet.","toorte","https://toorte.itch.io/not-over-yet","",""
"E3C42E29","03/04/2018","Life and Death","Coby","https://thecoby.itch.io/lifeanddeath","",""
"6EF65934","03/04/2018","Gone","MifficalDragon","https://mifficaldragon.itch.io/gone","",""
"D7684CDE","03/04/2018","Peter: A Live Lived","the_dyl_pickle","https://the-dyl-pickle.itch.io/peter-a-live-lived","",""
"282C85B4","05/04/2018","INITIATE","Brandon Thread","https://brandonmakesthings.itch.io/initiate","",""
"979498EF","06/04/2018","A Gallery Visit","raulhaagensen","https://raulhaagensen.itch.io/a-gallery-visit","",""
"23CB005C","07/04/2018","The Choice Of Supreme Enlightened Destiny","markside85","https://markside85.itch.io/thechoice","",""
"AC3159AC","08/04/2018","Cocotte adventure","Crackmaniak","https://crackmaniak.itch.io/cocotte-adventure","",""
"013B3CDE","08/04/2018","Sunset Shore","Lenny Magner","https://andimlenny.itch.io/sunset-shore","",""
"B7B61117","09/04/2018","Daily Quests","David Mowatt","https://verticalblanking.itch.io/daily-quests","",""
"F9031B87","09/04/2018","A Walk","justinrunge","https://justinrunge.itch.io/a-walk","",""
"BB5D0D6C","09/04/2018","hangover","Ian Martin","https://ianmart1n.itch.io/hangover","",""
"D013CF3C","09/04/2018","The Last Contestant","UltraTea","https://ultratea.itch.io/thelastcontestant","",""
"0A4A80BE","09/04/2018","for the treatment of fucked up-mouth","saint_somatic","https://saint-somatic.itch.io/leech-book","",""
"552B5F8D","10/04/2018","Free Drinks","CleansingKaschmir","https://cleansingkaschmir.itch.io/free-drinks","",""
"83228FA7","13/04/2018","Outside The Room: The Second Idiom Awareness Game","Jess Gates","https://dml.itch.io/outside-the-room","",""
"81875AEC","14/04/2018","its a comic..","onion","https://le-american.itch.io/its-a-comic","",""
"A30B3F7C","15/04/2018","king brog","voxeledphoton","https://voxeledphoton.itch.io/king-brog","",""
"D00EDCE6","15/04/2018","TMBSKOWOOH!","Tuna Pamir","https://tpamir.itch.io/tmbskowooh","",""
"19AF82B2","15/04/2018","My Cat Is Trying To Kill Me","Efe Alaçamlı","https://efealacamli.itch.io/my-cat-is-trying-to-kill-me","",""
"3BDC8A5E","15/04/2018","Pixel Manor","April Whitehead","https://aprilswhitehead.itch.io/pixel-manor","",""
"7E1862E8","16/04/2018","Desert Adventure!!","tom_content","https://tom-content.itch.io/desert-adventure","",""
"C4195A8A","16/04/2018","Campsite","hanna.borbola","https://hannaborbola.itch.io/campsite","",""
"A7F51AE4","17/04/2018","FIND IT!","phoebe flowerditch","https://flowerditch.itch.io/find-it","",""
"9DF538E8","17/04/2018","das verschwundene Haustier","helloworld_nrw","https://helloworld-nrw.itch.io/das-verschwundene-haustier","",""
"A3A8A565","17/04/2018","das verschwundene NINJA","helloworld_nrw","https://helloworld-nrw.itch.io/der-verschwundene-ninja","",""
"36F89802","17/04/2018","The legend of deepland","helloworld_nrw","https://helloworld-nrw.itch.io/the-legend-of-deepland","",""
"5232549E","17/04/2018","Katzen suchen sich.","helloworld_nrw","https://helloworld-nrw.itch.io/katzen","",""
"1CC2AA8D","17/04/2018","lol","helloworld_nrw","https://helloworld-nrw.itch.io/lol","",""
"E100BF4E","17/04/2018","the cat","helloworld_nrw","https://helloworld-nrw.itch.io/the-cat","",""
"E1C8834B","19/04/2018","Moment","AlaynaMCole","https://alaynamcole.itch.io/moment","",""
"748EA164","19/04/2018","Dead Wife Game","Coleo_Kin, Mark Wonnacott","https://coleo_kin.itch.io/dead-wife-game","",""
"1A2C10E9","20/04/2018","Farewell","rumpel","https://rumpel.itch.io/farewell","",""
"9B723291","22/04/2018","The Book Boat","Fede Makes Games","https://kurai.itch.io/the-book-boat","",""
"BAE5DC12","23/04/2018","the chase","Celia","https://celia14.itch.io/the-chase","",""
"59B42152","24/04/2018","Fluffy Koala and the Delicious Cake Cafe","David Mowatt","https://verticalblanking.itch.io/fluffy-koala-and-the-delicious-cake-cafe","",""
"C46BAF44","24/04/2018","Mystagogy","jbradleywrites","https://jbradleywrites.itch.io/mystagogy","",""
"4D93C8BD","25/04/2018","The timeless Quest","memeware","https://memeware.itch.io/the-timeless-quest","",""
"40B23C58","26/04/2018","Jelly's Clawstrophobia","memeware","https://memeware.itch.io/jellys-clawstrophobia","Cats (Bitsy Jam)",""
"643E26E7","26/04/2018","Raining Cats and Dogs","wjhollyart","https://wjhollyart.itch.io/raining-cats-and-dogs","Cats (Bitsy Jam)",""
"EE83EB08","26/04/2018","Solange's Love Adventure","Pokiha","https://pokiha.itch.io/solangesloveadventures","Cats (Bitsy Jam)",""
"314E55D7","26/04/2018","Toby","SirBickle101","https://sirbickle101.itch.io/toby","Cats (Bitsy Jam)",""
"E7474D50","26/04/2018","smokeroom","Nadia Wendt","https://nadiarwendt.itch.io/smokeroom","",""
"35AE27A0","26/04/2018","All for Mamma","WyotJunctor","https://wyotjunctor.itch.io/all-for-mamma","",""
"08DDCD3E","26/04/2018","Bitsy Night","Adam Saltsman","https://adamatomic.itch.io/bitsy-night","",""
"F637BE6D","26/04/2018","git pull cake","literaturegeek","https://literaturegeek.itch.io/git-pull-cake","",""
"336E5BEE","27/04/2018","Box","Ned","https://nedhugar.itch.io/box","Cats (Bitsy Jam)",""
"C673EA1B","27/04/2018","here are my cats","Sean S. LeBlanc","https://seansleblanc.itch.io/here-are-my-cats","Cats (Bitsy Jam)",""
"555E198C","27/04/2018","Cat Village!","Radiosoap","https://radiosoap.itch.io/cat-village","Cats (Bitsy Jam)",""
"6138D731","27/04/2018","Burning Forest","Maxime Monast","https://theghostbear.itch.io/burning-forest","Cats (Bitsy Jam)",""
"67FF19EB","27/04/2018","text me when you get home","Visager","https://visager.itch.io/text-me-when-you-get-home","",""
"739C2794","27/04/2018","White Cat","Damooni","https://damooni.itch.io/white-cat","Cats (Bitsy Jam)",""
"4018F91C","27/04/2018","seaching for your cat on a midnight stroll","tommakesstuff","https://tommakesstuff.itch.io/bitsy-cats","Cats (Bitsy Jam)",""
"427A51A8","28/04/2018","Litter","mikadointagli","https://mikadointagli.itch.io/litter","Cats (Bitsy Jam)",""
"3C8C19DD","28/04/2018","Adventurecat and the Lost Temple","April Whitehead","https://aprilswhitehead.itch.io/adventurecat-and-the-lost-temple","Cats (Bitsy Jam)",""
"6331A1A5","28/04/2018","The Cat That Comes In Through Our Window","Sand Gardeners","https://sandgardeners.itch.io/this-cat-that-comes-in-through-our-window","Cats (Bitsy Jam)",""
"4782F065","29/04/2018","the cat in the flower patch","phoebe flowerditch","https://flowerditch.itch.io/the-cat-in-the-flower-patch","Cats (Bitsy Jam)",""
"CF8B7F1B","29/04/2018","Lisa","rhebok","https://rhebok.itch.io/lisa","Cats (Bitsy Jam)",""
"CBB105D7","29/04/2018","Broken Cat's Lost Flowers","cephalopodunk","https://cephalopodunk.itch.io/broken-cats-lost-flowers","Cats (Bitsy Jam)",""
"B129C009","29/04/2018","Where am I","popoplant","https://popoplant.itch.io/where-am-i","Cats (Bitsy Jam)",""
"976E1D47","29/04/2018","cat at lukamore","onion","https://le-american.itch.io/cat","Cats (Bitsy Jam)",""
"509B5831","29/04/2018","Gotta pet 'em all!","felitastic","https://felitastic.itch.io/gotta-pet-em-all","Cats (Bitsy Jam)",""
"FA610528","29/04/2018","Internet Girlfriend","hmnprsn","https://hmnprsn.itch.io/internet-girlfriend","Cats (Bitsy Jam)",""
"5BA59AB1","30/04/2018","Descendant","rarelikeaunicorn","https://rarelikeaunicorn.itch.io/descendant","",""
"AFAFCA17","30/04/2018","there is nothing","Xipher","https://xipher.itch.io/there-is-nothing","",""
"78E93F7B","30/04/2018","six day old kitten","birdstare","https://birdstare.itch.io/six-day-old-kitten","Cats (Bitsy Jam)",""
"EE642F55","30/04/2018","Escape the Dark","AlaynaMCole","https://alaynamcole.itch.io/escape-the-dark","",""
"4941E947","30/04/2018","Kitten Woods","AlaynaMCole","https://alaynamcole.itch.io/kitten-woods","Cats (Bitsy Jam)",""
"3C5BA8F0","30/04/2018","The Curious Adventures of Bitsy Cat","David Mowatt","https://verticalblanking.itch.io/the-curious-adventures-of-bitsy-cat","Cats (Bitsy Jam)",""
"DF7F0379","30/04/2018","Indoor Cat","Peter Februar","https://peter-februar.itch.io/indoor-cat","Cats (Bitsy Jam)",""
"412FCD95","30/04/2018","LOST Cat","Ed Naujokas","https://thecuriousyeti.itch.io/lost-cat","Cats (Bitsy Jam)",""
"A1AE038D","30/04/2018","The Crimson Serpent (A Cursed Pirate story on the side)","AshGary","https://ashgary.itch.io/the-crimson-serpent-a-cursed-pirate-story-on-the-side","Cats (Bitsy Jam)",""
"0BDF73F8","30/04/2018","Crystal and the Key","Brandon Thread","https://brandonmakesthings.itch.io/crystal-and-the-key","Cats (Bitsy Jam)",""
"FA1B6F66","30/04/2018","Cattery","Su Kızılağaç","https://sukizilagac.itch.io/cattery","Cats (Bitsy Jam)",""
"A5CFEED6","01/05/2018","My cat friend!","Em","https://empha.itch.io/cat-3","Cats (Bitsy Jam)",""
"EAB12DC5","01/05/2018","House Cat","Shalune","https://shalune.itch.io/house-cat","Cats (Bitsy Jam)",""
"9B411E31","01/05/2018","The Pixel Cat","Lucky Pixel","https://music-monster.itch.io/the-pixel-cat","Cats (Bitsy Jam)",""
"00AE0144","01/05/2018","Find The Cat Food","JudeAsterix","https://judeasterix.itch.io/find-the-cat-food","Cats (Bitsy Jam)",""
"7BC643CF","01/05/2018","Meow Adventures","Lenny Magner","https://andimlenny.itch.io/meow-adventures","Cats (Bitsy Jam)",""
"EA1B38C9","01/05/2018","WAI","Michael Klier","https://michaelklier.itch.io/wai","",""
"9800D79F","01/05/2018","A Cat Encountering a Pond","Jambudd","https://jambudd.itch.io/a-cat-encountering-a-pond","Cats (Bitsy Jam)",""
"8861E635","01/05/2018","Fleabag Feline","MissShellsGames","https://missshellsgames.itch.io/fleabag-feline","Cats (Bitsy Jam)",""
"F722F07C","02/05/2018","bug city!","glitterylilac","https://glitterylilac.itch.io/bug-city","",""
"3BF9C7F3","03/05/2018","so i heard you're a fish","whatnot","https://jdmgames.itch.io/so-i-heard-youre-a-fish","",""
"070F0AAA","03/05/2018","missing cat","suger","https://suger.itch.io/missing-cat","Cats (Bitsy Jam)",""
"A0BA7039","04/05/2018","burgerlands","glitterylilac","https://glitterylilac.itch.io/burgerlands","",""
"DA48DEAE","04/05/2018","main-cat loves trash","hot local wizards","https://hyperlibrary.itch.io/man-cat-loves-trash","",""
"5FD6FA60","04/05/2018","my name is Rose","Mozz","https://mozz.itch.io/my-name-is-rose","",""
"2AE3F2F7","04/05/2018","MerMay, my way","Mozz","https://mozz.itch.io/mermay","",""
"801AE85A","04/05/2018","without my glasses","onion","https://le-american.itch.io/without-my-glasses","",""
"92F66B06","04/05/2018","Dance with me!","natnatart","https://natnatart.itch.io/dance-with-me","",""
"D8480DC7","05/05/2018","I'm Bored, Let's Explore (Mall)","thatguynm","https://thatguynm.itch.io/explore-mall","",""
"98B2B460","05/05/2018","a walk in the rain","phoebe flowerditch","https://flowerditch.itch.io/a-walk-in-the-rain","",""
"252182B5","05/05/2018","budget","Mark Wonnacott","https://candle.itch.io/budget","",""
"5D01E40D","05/05/2018","Banned from the Zoo","David Mowatt","https://verticalblanking.itch.io/banned-from-the-zoo","",""
"9927728D","05/05/2018","You are Here","thatguynm","https://thatguynm.itch.io/you-are-here","",""
"CB70CDED","06/05/2018","rest in peace","onion","https://le-american.itch.io/rip","",""
"68DB9BA6","06/05/2018","don't do it","tommakesstuff","https://tommakesstuff.itch.io/dont-do-it","",""
"30960393","06/05/2018","drilworld","ariel j moody","https://arieljmoody.itch.io/drilworld","",""
"7129037B","06/05/2018","Adventurecat and the Lovely Town","April Whitehead","https://aprilswhitehead.itch.io/adventurecat-and-the-lovely-town","",""
"E300FEC6","07/05/2018","Toilet","baobab","https://baobab.itch.io/toilet","",""
"E5D4285E","08/05/2018","The Strongest Blade in the World","Ebeth","https://ebeth.itch.io/lesbianblade","",""
"BFA484C4","08/05/2018","loseram's letter","kungpowpenis","https://kungpowpenis.itch.io/losirams-letter","",""
"B5021EAA","09/05/2018","World of TEA","Minenik","https://minenik.itch.io/world-of-tea","",""
"B55511BA","09/05/2018","Jelly and the ocean kingdom","rahver","https://rahver.itch.io/jelly-and-the-ocean-kingdom","",""
"0ECAB7E1","09/05/2018","en passant","ian anders","https://ian-anders.itch.io/en-passant","","french language"
"284796EB","09/05/2018","Dril Simulator 2018","Em","https://empha.itch.io/wintus","",""
"22AB996A","10/05/2018","Little Bot - v. 00","April Whitehead","https://aprilswhitehead.itch.io/little-bot-v-00","",""
"84BEF399","10/05/2018","Port Asinaria","dwfries","https://dwfries.itch.io/porta-asinaria","",""
"3AD39018","10/05/2018","The Wise Man's Wisdom","phoebe flowerditch","https://flowerditch.itch.io/the-wise-mans-wisdom","",""
"39A565FA","10/05/2018","Sir Gawain and the Green Knight: A Bitsy Game","WingedRobot","https://wingedrobot.itch.io/sggkg","",""
"E7086F55","10/05/2018","AboutWalls_BitsySketch","NothingAD","https://nothingad.itch.io/aboutwalls-bitsysketch","",""
"1B0E6D7F","10/05/2018","The Crying Game","Sophie Mallinson","https://bijou.itch.io/the-crying-game","",""
"923B117F","10/05/2018","Catty Shack 2","Ian Burnette","https://ianburnette.itch.io/catty-shack-2","",""
"49F56F40","10/05/2018","sun machine","ruin","https://ruin.itch.io/sun-machine","",""
"0ABCA6D8","11/05/2018","Starlight","Mysidia (Violet)","https://mysidia.itch.io/starlight","Midnight (Bitsy Jam)",""
"01AAE287","11/05/2018","Dungeon","zihe zhao","https://zhaoz12.itch.io/duegon","",""
"3B350671","11/05/2018","Band Together","Ash Nieman","https://ash-nieman.itch.io/band-together","",""
"CE65FFB4","12/05/2018","dril logs on","Sophie Mallinson","https://bijou.itch.io/dril-logs-on","",""
"C353F7CF","12/05/2018","The Undermarket","Becklespinax","https://becklespinax.itch.io/the-undermarket","",""
"5295F9E7","13/05/2018","Zelda? I Hardly Knew 'Er!","David Mowatt","https://verticalblanking.itch.io/zelda-i-hardly-knew-er","",""
"209B9517","13/05/2018","Combat Dungeon","ayolland","https://ayolland.itch.io/combat-dungeon","",""
"5E40D3D7","13/05/2018","Keys to Happiness","kewbish","https://kewbish.itch.io/keys-to-happiness","",""
"823B66E1","13/05/2018","We're out of treats, dude","dogucan","https://dogucan.itch.io/dude","",""
"DB0F9E7F","13/05/2018","the_void","Prullansky","https://prullansky.itch.io/void","",""
"49205D14","14/05/2018","May 2018","leafykayo","https://leafykayo.itch.io/may2018","",""
"7AF88279","14/05/2018","routine","12amstatic","https://12amstatic.itch.io/routine","",""
"221DDA73","14/05/2018","make a connection with me, please","Salvatore Pane","https://salvatorepane.itch.io/make-a-connection-with-me-please","",""
"2F07A12F","14/05/2018","A dream of (some) classics","Punksmurf","https://punksmurf.itch.io/a-dream-of-some-classics","",""
"549D72E0","14/05/2018","King's Cafe","cardern","https://cardern.itch.io/kings-cafe","",""
"047265B3","15/05/2018","void.00","pedro","https://predoleite.itch.io/void00","",""
"462465A3","15/05/2018","I Don't Know What I'm Doing","lenarakahn","https://lenarakahn.itch.io/i-dont-know-what-im-doing","",""
"1E85E3F4","16/05/2018","Noodle Escape!","None Hitwonder, Mary T., Pete Ellison","https://nonehitwonder.itch.io/noodle-escape","",""
"3A6A0FEE","17/05/2018","Action Pomegranate","Mozz","https://mozz.itch.io/action-pomegranate-","",""
"C9E73271","17/05/2018","Bitsy Trail Mix","JPLikesGames","https://jplikesgames.itch.io/bitsy-trail-mix","",""
"664E28EA","17/05/2018","White cat origins","Damooni","https://damooni.itch.io/white-cat-origins","",""
"447E50AA","17/05/2018","Future for the better.","HexaBlu","https://hexablu.itch.io/fftb","",""
"0D901EE6","18/05/2018","Lunch in the Zeta Quadrant","Yirggzmb","https://yirggzmb.itch.io/lunch-in-the-zeta-quadrant","",""
"59EA005D","18/05/2018","upside down","onion","https://le-american.itch.io/upside-down","",""
"D7D5E719","19/05/2018","For mother's day, I gave my mother a card.","Lorelei Nguyen","https://lore.itch.io/mothers-day-card","",""
"17CCED53","19/05/2018","Crop Circles","Adam Saltsman","https://adamatomic.itch.io/crop-circles","",""
"E1077EBE","20/05/2018","Super Disco Breakin'","danslocombe","https://danslocombe.itch.io/super-disco-breakin","",""
"6CC2DC15","20/05/2018","Day at the gallery.","Dom","https://dom-engles.itch.io/day-at-the-gallery-","",""
"18647F85","20/05/2018","a night (was had) on the town","Sean S. LeBlanc","https://seansleblanc.itch.io/a-night-was-had-on-the-town","",""
"5F2532FA","20/05/2018","The Little Village","Piatt","https://piatt.itch.io/the-little-village","",""
"592BD238","20/05/2018","Graffiti Town","A Little Red Panda","https://alittleredpanda.itch.io/graffiti-town","",""
"6EEE61BC","22/05/2018","A Salad for Caesar","kewbish","https://kewbish.itch.io/a-salad-for-caesar","",""
"BDD2E9BC","23/05/2018","b r 1","pippinbarr","https://pippinbarr.itch.io/b-r-1","",""
"27935ED7","23/05/2018","The Emotional Journey of Creating Anything Great","enui","https://enui.itch.io/the-emotional-journey-of-creating-anything-great","",""
"F21D3009","23/05/2018","The Titan Expedition","Nick Turner","https://nturnergames.itch.io/the-titan-expedition","",""
"93141BFA","23/05/2018","Keys and Kus","nextlevelbanana","https://nextlevelbanana.itch.io/keys-and-kus","",""
"F713F5E1","24/05/2018","Lesson","HazelRose3637","https://hazelrose3637.itch.io/lesson","",""
"49CE7815","24/05/2018","binary bathrooms","FACT Liverpool","https://factlearning.itch.io/binary-bathrooms","",""
"9B5CB9E3","24/05/2018","Toilet","FACT Liverpool","https://factlearning.itch.io/toilet","",""
"A5816C9C","24/05/2018","Bitsy Mystery Dungeon","David Mowatt et al","https://verticalblanking.itch.io/bitsy-mystery-dungeon","",""
"C2CED9B8","25/05/2018","Tamlane","FleshPuzzle","https://fleshpuzzle.itch.io/tamlane","",""
